N,P,K,temperature,humidity,ph,rainfall,label
97,134,140,16.2,69.9,7.63737841,118.2,Sorghum
149,52,86,34.3,49.5,6.200671976,237,Sorghum
66,20,154,16.6,76.4,6.364729934,172.8,Sorghum
19,96,120,32.8,58.4,6.913678684,113.4,Sorghum
53,74,145,35.3,56.3,7.766259769,81.6,Sorghum
99,63,171,38.8,45.8,7.55606399,141.2,Sorghum
56,113,112,17.1,69.9,7.288377241,292.8,Sorghum
19,47,101,26.7,72,6.002524871,259.4,Sorghum
151,191,120,22.6,79.3,6.033485257,201.8,Sorghum
100,176,80,28.1,70.8,7.121933579,187.1,Sorghum
67,172,142,29.6,84.9,6.207459637,298.9,Sorghum
192,16,109,27.9,73.8,6.090060478,82.5,Sorghum
73,35,47,34.2,80.2,6.346715209,224,Sorghum
111,64,27,23.9,76.2,6.661957897,211.9,Sorghum
169,138,108,28.1,77.7,6.176860192,68.4,Sorghum
98,10,1,26.5,57.6,7.251847296,84.5,Sorghum
187,124,142,27,61.9,6.386259978,294.4,Sorghum
47,90,114,19.3,47.9,7.319735475,151.4,Sorghum
159,17,194,29.6,42.8,6.025028997,160.2,Sorghum
157,56,115,25.8,77.9,6.344751947,160.2,Sorghum
64,121,38,16,77.3,7.02777956,97.1,Sorghum
161,186,96,23.4,68.3,7.299304715,155.7,Sorghum
113,31,30,36.7,68.4,7.014063944,109.6,Sorghum
151,73,108,35.7,82.4,7.488014404,189,Sorghum
168,185,146,38.1,80.8,6.626503893,174.2,Sorghum
104,188,2,22.3,64.8,6.239011,102.2,Sorghum
200,46,179,32.1,76,6.742688094,170.7,Sorghum
101,97,142,36.1,85.2,6.588017308,113.8,Sorghum
96,116,59,37.4,80.8,7.097586415,124.9,Sorghum
37,87,168,19.5,48.8,6.956682743,142.5,Sorghum
68,80,129,19.2,83.4,7.380396262,226.8,Sorghum
69,166,53,29.7,50.3,6.176618831,110.6,Sorghum
29,12,173,37.4,88.2,6.551130445,240,Sorghum
15,19,197,16.4,54.9,6.427726565,101.7,Sorghum
141,33,11,33.7,88.1,6.740947635,228.9,Sorghum
98,157,124,30.2,69.1,6.130136384,228.2,Sorghum
18,42,80,26.8,65.6,6.667633355,129.4,Sorghum
157,178,167,17.1,72.8,6.186814392,85.6,Sorghum
46,41,138,26.3,62.3,6.334837865,287.4,Sorghum
110,120,152,17.2,49.6,7.16214284,192.5,Sorghum
3,90,150,26.6,58.2,7.422318499,180.3,Sorghum
141,93,144,26.4,50.2,6.768001309,115.9,Sorghum
96,80,95,33,72.4,6.348441469,213.1,Sorghum
9,161,16,39.8,64.2,6.097294061,62.7,Sorghum
157,190,77,16.8,77.8,6.14132902,102.8,Sorghum
105,108,107,38.2,42.3,7.479248124,85.1,Sorghum
43,3,53,33.9,63.4,6.509174789,212.3,Sorghum
116,14,141,28,76.5,6.57256106,109.6,Sorghum
120,60,127,35.6,59.9,7.165696848,225.9,Sorghum
119,177,144,37.3,58.4,7.207457208,240.2,Sorghum
120,3,142,19.6,41.7,7.124333547,168.7,Sorghum
18,25,50,17.2,69.3,6.463538707,205,Sorghum
141,184,168,25.6,58.8,6.856833064,155,Sorghum
17,12,82,18.9,42.9,7.132389299,92,Sorghum
139,167,135,27.6,74.5,6.235357638,277,Sorghum
33,137,61,27.7,53.4,6.704273839,168.1,Sorghum
118,52,164,28,86.3,7.433313409,165.6,Sorghum
26,17,198,33.7,54.1,6.109478059,214.5,Sorghum
82,177,16,18.4,82.8,7.095413294,162.8,Sorghum
11,98,200,39.1,74.2,6.352076783,53.7,Sorghum
174,158,11,32.2,61.9,6.658769991,147.6,Sorghum
133,34,146,30.4,79,7.051822472,285.4,Sorghum
78,56,90,24.3,87.1,7.333143205,227.7,Sorghum
134,187,107,27,78.9,6.352771037,290.8,Sorghum
57,199,97,29.7,56.8,7.124050134,146.9,Sorghum
197,176,155,33.4,55.1,6.998787171,268.9,Sorghum
95,33,143,19.3,42.3,6.537914958,51.7,Sorghum
101,87,28,27.9,55.4,7.171054239,198.7,Sorghum
146,167,196,18,40.3,7.228268228,238.5,Sorghum
148,113,7,22.9,84.7,7.319952206,174.6,Sorghum
168,50,68,26.9,56.5,6.613341343,298.8,Sorghum
185,63,58,31.5,53.7,6.096838784,166.3,Sorghum
123,90,62,18,68.7,6.132570523,257,Sorghum
145,117,35,39,70.9,7.36008498,191.2,Sorghum
174,119,196,25.5,61.7,7.321619041,179.5,Sorghum
41,82,63,32.6,43.9,7.175170657,213.4,Sorghum
89,52,138,34.3,52.3,7.299076163,294,Sorghum
30,15,189,38.3,76.5,6.842966479,274.3,Sorghum
20,163,61,23.4,63.5,6.356295568,117.1,Sorghum
138,74,68,23,88.3,6.508342839,202.7,Sorghum
56,154,25,37,84.3,7.098227926,196,Sorghum
145,197,86,35.3,56,6.310699968,162,Sorghum
56,110,178,26.3,56.1,7.093328631,243.3,Sorghum
128,64,98,31,88.8,6.691074249,246,Sorghum
189,169,80,36.7,60.4,6.187746776,191.6,Sorghum
5,71,172,30.7,77.5,6.491506245,136.4,Sorghum
43,24,129,36.6,45.8,6.855362875,287.1,Sorghum
146,14,163,16.3,46.8,7.124571593,271.6,Sorghum
74,183,168,32.3,85.7,6.067302109,210.9,Sorghum
107,92,126,24.7,62.8,6.432051512,170.6,Sorghum
74,5,174,33.7,64.4,6.253408852,242.3,Sorghum
129,167,0,29.2,71.1,7.287318723,221.7,Sorghum
55,101,19,37.5,68.3,7.161865733,214.1,Sorghum
62,197,176,39.9,58.5,6.065898283,64.4,Sorghum
158,4,155,33,72.6,7.311077075,118,Sorghum
63,113,155,30.6,55.6,6.581693772,281.2,Sorghum
1,164,140,36.4,75.5,6.732826127,238.1,Sorghum
118,113,7,28,46.6,6.014572075,145.9,Sorghum
179,197,25,39.9,49.2,6.663559451,120.3,Sorghum
135,186,122,39.6,76.6,6.434610995,50.5,Sorghum
51,53,163,17.7,73.2,7.432768147,105.2,Sorghum
84,111,191,34.9,71.1,6.987332927,158.2,Sorghum
136,194,188,15.4,77.6,6.718725189,156.2,Sorghum
147,0,112,24.3,89.5,6.880204617,164.8,Sorghum
188,175,151,23.7,63.4,6.86106911,185.1,Sorghum
133,146,140,37.8,64.1,6.7693455,271.7,Sorghum
4,144,145,29.2,73,7.26158085,157.5,Sorghum
188,146,161,36.3,40.2,7.261313694,258.7,Millet
191,123,183,18.6,72.8,7.235070264,178.6,Millet
135,147,48,33.9,56.2,7.18915558,195.2,Millet
3,122,106,36.6,41.9,6.431899748,120.9,Millet
122,36,19,19.5,44.4,6.42321105,208.3,Millet
178,88,33,32.4,74.1,6.869720196,203.4,Millet
39,169,190,38.9,63.5,6.973839707,175.9,Millet
65,52,116,32.2,59.3,7.184801627,268.2,Millet
38,131,63,19.5,56.5,6.351823783,108.9,Millet
115,87,93,39.5,73.2,6.392048018,247.3,Millet
155,23,5,37.9,65.6,6.119892347,153.5,Millet
123,96,184,25.1,68,6.910823945,133.7,Millet
200,0,152,22.9,80,6.501157208,253.3,Millet
154,96,136,27.7,82.6,7.027585559,56.9,Millet
105,82,13,30.9,59.8,7.13411409,61.6,Millet
175,16,76,31.4,52.4,6.647765997,239.6,Millet
78,161,185,40,83.2,6.703270635,71.1,Millet
26,115,196,31.7,84.5,7.493191968,246.9,Millet
10,81,107,16.2,47.1,6.724688503,217.2,Millet
198,151,100,28.4,70.5,6.043485685,206.2,Millet
148,119,52,33.4,46.1,7.101661011,124.4,Millet
133,23,181,27.3,74.7,7.466900683,273,Millet
105,53,187,30.7,40.2,6.877799264,279.7,Millet
151,142,107,36.7,48.6,6.410992833,254.5,Millet
198,37,9,20.2,59.2,7.393825704,246.1,Millet
95,26,199,23.1,64.1,7.482414225,205.1,Millet
88,144,80,33.3,69.9,6.081172981,231.2,Millet
56,125,86,32.7,50.5,6.516312148,129.2,Millet
35,93,139,23.2,78.5,6.043330951,152.6,Millet
15,160,11,36.5,72.2,6.959404135,63.8,Millet
109,49,45,25,48,7.238109556,110.7,Millet
103,14,122,18.5,51.4,7.234258375,104.9,Millet
199,113,197,20.1,49.6,6.691541233,151.7,Millet
34,93,57,24.7,88,6.809593554,181.6,Millet
154,152,91,17.8,83.5,6.485761419,257.9,Millet
158,46,132,17.7,78.1,6.784460602,193.7,Millet
23,128,108,34.7,40.5,7.167092586,280.2,Millet
55,51,93,17.6,83.6,6.73410539,138.2,Millet
123,154,197,22.8,76.8,6.779984384,190.3,Millet
105,64,89,22.7,88.2,7.277422738,215.4,Millet
137,155,42,26.4,76.8,7.21270048,237,Millet
148,188,182,16.4,60.7,7.487266991,229.5,Millet
97,199,164,33.5,72.8,7.231166546,224.6,Millet
185,166,139,18.9,44.9,6.559817161,201.7,Millet
1,47,46,23.7,86.1,6.979590627,286.1,Millet
84,111,96,30.1,68.9,6.779230041,270.7,Millet
96,42,26,32.4,41.6,6.217974349,269,Millet
107,131,172,27.3,79.3,7.205078785,275.8,Millet
83,108,150,24.2,48.5,6.854011265,102.7,Millet
35,40,112,30.7,65.4,6.246872394,80.5,Millet
95,168,127,22.7,45.1,6.911066044,179.1,Millet
188,124,122,21.5,42.5,6.777417989,148.5,Millet
168,65,186,28.7,74.9,6.273741983,159,Millet
196,1,151,27.8,46.1,6.906124587,298.6,Millet
195,156,36,19.8,68.1,7.162802357,256.5,Millet
143,151,107,33.2,89.1,6.955787351,177.4,Millet
121,1,187,39.1,86.7,6.971963169,173.7,Millet
177,158,63,39.3,42.6,6.840927967,151.6,Millet
187,66,140,31.7,50.9,6.536676653,67.6,Millet
158,105,101,19.2,56.1,6.089443603,86.7,Millet
91,112,157,31.2,75.1,7.456460375,270.7,Millet
177,116,178,35.7,74.4,6.759211911,89.4,Millet
119,90,9,17.4,44.2,7.460174812,255.5,Millet
16,166,118,17.8,83.1,6.652642579,185.4,Millet
187,145,171,36.6,52.8,6.026287448,284.8,Millet
135,71,50,20.5,71.1,6.074190142,275,Millet
174,120,169,19.7,41,7.045543056,134.7,Millet
148,50,31,32.4,71.1,6.993236001,175.8,Millet
174,152,87,23.7,56.8,6.726528895,123.7,Millet
100,13,25,22,49.4,6.937352845,166.2,Millet
65,171,156,18.7,80.7,7.27905689,247.1,Millet
191,32,21,33.3,46.7,7.079850922,123.5,Millet
128,105,58,16.7,53.6,6.136286518,177.8,Millet
194,10,148,26.1,82,6.505203696,245,Millet
22,37,186,36.1,68.6,7.042089492,172.9,Millet
165,73,11,17.6,42,6.348337519,60.5,Millet
183,5,49,25.8,71.5,7.432322234,232.8,Millet
12,13,96,29,69.8,6.787658922,134.8,Millet
94,116,165,26.7,68.3,6.743417121,145.8,Millet
126,181,14,30.7,76.9,7.00733163,76.4,Millet
93,86,53,30.5,69.1,7.303033217,197.9,Millet
84,90,163,21.6,61.4,6.861235184,91,Millet
194,15,140,16.6,75,7.131435858,87.1,Millet
25,145,112,33.1,45.1,7.288211994,257,Millet
84,4,77,26.9,78.7,6.983732393,60.4,Millet
52,70,153,33.5,60.9,6.172090205,144.1,Millet
57,156,119,21.3,62.5,6.35118177,200.9,Millet
130,188,76,37.7,61.3,6.908671379,187.5,Millet
18,102,107,39.7,85.2,6.766184468,223,Millet
105,126,36,33.8,47.4,6.392791654,70,Millet
152,85,47,22.2,61,6.348316257,173.7,Millet
81,98,5,15.7,67.9,6.123796057,229.6,Millet
51,153,41,32.7,81,7.428523634,121.4,Millet
9,47,198,21.1,53.1,6.020947179,205.6,Millet
138,122,122,26.4,84.8,6.334610249,286.6,Millet
117,55,96,31.9,57.2,6.78006386,244,Millet
56,0,195,38.5,79.7,6.086922359,244,Millet
50,187,117,24.1,58.6,6.362607851,126.3,Millet
91,120,69,32.6,47.7,6.758792552,292.8,Millet
71,33,167,30.4,89.2,6.779832611,186.9,Millet
153,85,22,19,71.1,6.502985292,119.8,Millet
186,95,121,20.2,49.7,7.038096361,112.1,Millet
68,22,60,27,82.2,7.840207144,191.8,Millet
56,124,170,33.3,67.6,6.980400905,255.6,Millet
131,181,19,25.2,42.6,7.628472891,106.7,Millet
185,61,44,36.6,46.9,7.073453503,108.3,Millet
27,59,79,36.1,41.9,5.70080568,275.8,Millet
108,48,100,25.1,86,5.718627178,223.6,Millet
149,200,74,22.7,74.2,6.685346424,98.3,Millet
195,200,22,24.3,51.5,6.336253525,69.7,Millet
91,71,164,30.3,59.1,5.386167788,125.4,Millet
35,57,122,33.5,74.3,7.50283396,218.3,Millet
19,146,16,35.8,77,5.108681786,146.1,Millet
136,172,74,15.5,72.5,6.98435366,210.3,Millet
180,171,117,28.5,64.5,6.94801983,189.2,Millet
137,36,113,22.5,57.3,7.042299069,60.2,Millet
20,161,170,36.5,41.8,6.249050656,137.3,Millet
83,135,11,30.5,79.9,6.970859754,286.1,Millet
4,69,174,26.7,48.8,5.953933276,187.9,Millet
66,94,185,37.6,82.2,5.85393208,186.6,Millet
144,58,74,30.9,69.1,6.442475375,51,Millet
14,80,6,31.4,76,5.070175667,290.2,Millet
51,165,117,36.7,83.4,6.012632591,57.4,Millet
86,172,86,24.4,51.9,6.254028451,125.3,Millet
40,158,165,39.1,56.6,7.375482851,62.1,Millet
148,150,63,18.2,66.1,7.778915154,192.5,Millet
127,13,133,20.1,46.6,6.286500176,84.5,Millet
29,190,188,29.6,88.3,7.070959995,112.5,Millet
81,69,140,31.8,67.5,6.244841491,292.1,Millet
193,121,36,26.7,73,6.043304899,187.2,Millet
38,34,38,19.9,59.8,5.824709117,177.7,Millet
189,51,4,18.4,71.3,6.357389366,159.3,Millet
92,93,154,16.7,69.5,6.364134968,90.6,Millet
114,95,76,33.7,72.5,5.01450727,101.6,Millet
9,89,141,16.4,67.4,6.149410611,227.3,Millet
74,163,22,37.1,89.1,5.950660556,118.7,Millet
164,13,123,17.8,62.3,5.960370061,117.6,Millet
116,39,119,28,59.9,5.561398642,295.2,Millet
88,99,83,37.1,64.2,7.416245107,209.8,Millet
199,46,169,31.1,88.8,5.583370042,118.5,Millet
154,23,71,30.7,86,6.430010215,271.7,Millet
111,13,43,17.1,67.9,5.534878156,220.1,Millet
134,22,189,22.8,55.9,6.903985986,102.3,Millet
56,131,86,36.1,44.4,6.271478838,121.1,Millet
2,111,34,22.6,82.8,7.224285503,283.2,Millet
26,41,77,25.1,78.3,6.13428721,57.5,Millet
53,122,69,15.2,52.8,5.206373153,276.2,Millet
94,154,13,26.3,61.8,7.782051313,136.8,Millet
150,130,152,19.7,44.9,7.062779015,164.8,Millet
1,33,0,20.7,87.7,7.730367824,256,Millet
32,80,171,37,41.7,5.286203711,72.6,Millet
91,87,119,32.5,66.4,6.766240045,265.4,Millet
130,93,96,20.4,52.9,7.382762603,185.8,Millet
89,189,60,18.2,86.7,5.658169482,247.5,Millet
164,160,149,34.1,88,5.543360238,94.6,Millet
200,32,189,19.5,71.3,6.215109715,100.9,Millet
198,15,175,24.2,84,7.120272972,232.3,Millet
110,27,99,35,67.4,5.950647577,298.1,Millet
36,161,47,32.5,55.3,7.236705436,150.4,Millet
58,176,38,37.4,42.2,6.501697816,166.5,Millet
11,164,7,22.3,40.7,7.592490617,277.4,Millet
7,173,174,31.3,64.1,5.875345751,238.2,Millet
187,149,122,38.7,61.7,6.932400225,203.1,Millet
84,105,16,40,54.8,6.946209881,177.2,Millet
168,108,198,17,65.3,5.739175027,218.9,Millet
131,90,184,35.6,86.8,6.738652179,145.8,Millet
100,78,117,16,78.3,5.594819626,75.1,Millet
32,153,47,35.9,50.9,6.946636369,228.2,Millet
115,147,58,31.8,54.5,5.012139669,207.8,Millet
87,1,15,27.7,54.8,6.363472208,57.5,Millet
19,114,90,34.4,88.4,6.880431223,236.4,Millet
154,38,2,30.9,56.8,7.300410836,298,Millet
100,84,110,38.2,48.9,6.587918708,188.4,Millet
38,99,88,28.1,80.6,7.283736617,271.2,Millet
31,140,129,39.7,56,7.023936392,229.7,Millet
125,161,67,31.3,52.9,6.939083505,224.3,Millet
120,0,74,30.3,83.3,7.868474653,81.8,Millet
52,110,13,21.7,68.6,5.005306977,247.9,Millet
92,26,27,20.6,84.4,6.136131869,291.5,Millet
63,148,166,33.9,74.8,7.524080076,74.4,Millet
97,74,120,21.9,42.4,5.706943251,229,Millet
68,113,42,27.8,68.9,5.758506323,294.3,Millet
23,104,199,16.6,54.1,6.349606327,120.7,Millet
133,20,135,32.2,41.8,5.999969026,217.2,Millet
131,106,8,27.4,45.5,5.453592032,120.2,Millet
13,136,52,39.7,70.7,6.372576327,182.3,Millet
50,26,36,17.6,68.7,5.105588355,259.3,Millet
139,174,190,28.2,44.6,5.935344406,197.4,Millet
2,199,135,30,49.1,5.17782304,65.6,Millet
71,175,43,21.3,56.8,6.462391607,113.3,Millet
1,196,143,33.3,74.1,7.069172227,93.3,Millet
182,127,78,17.7,66.2,7.473134377,216.5,Millet
11,34,141,33.6,50,6.158376967,261.3,Millet
111,127,152,24,48.2,7.549873681,140.7,Millet
29,81,177,23.2,60.2,6.028321558,271.3,Millet
199,25,62,19.4,40.3,6.604993475,162,Millet
103,165,95,37.3,60.2,6.500343222,271.2,Millet
64,97,82,24.1,67.6,5.935745417,265.9,Millet
99,29,178,21.2,44.8,7.072655622,124.1,Millet
72,23,60,39.7,67.4,5.333322606,213.6,Millet
136,169,60,30,41,5.749914421,67.8,Millet
40,191,183,29.1,41.4,6.931756558,194,Millet
199,13,72,22.4,79.4,6.657964753,282.9,Millet
20,72,27,16.7,57.8,6.596060648,98.5,Millet
186,4,43,16.3,60.3,5.970458434,255.3,Millet
103,0,53,19.9,44.6,6.158830619,296.5,Millet
102,97,50,18.5,40.5,6.047906679,203.9,Millet
2,17,177,26.7,62.9,5.913664501,247.6,Millet
52,38,26,17.4,43.7,5.855442401,297.3,Millet
30,176,84,27.2,72.4,5.750254943,105.6,Millet
4,90,141,24.2,42.6,5.852607099,80.6,Millet
164,104,59,34.3,59.8,6.472523287,156.7,Millet
115,145,29,36,68.9,6.967057762,134.5,Millet
106,200,80,18.7,47.3,6.082973754,92.4,Millet
83,41,117,15.4,88.2,5.919045532,187.9,Millet
163,75,69,31.3,85.2,6.204747653,230.4,Millet
180,132,173,35.1,51.1,6.600827017,183.7,Millet
36,15,3,23.9,50.3,6.021902237,182.5,Millet
195,117,181,29.1,66.2,6.033550195,157.5,Millet
49,135,71,25.3,45.3,6.28886807,264.6,Millet
177,51,83,36.9,86,6.550563823,72.8,Millet
139,184,104,34.2,81.2,5.573286437,100.6,Millet
151,112,15,29.8,81.8,6.829199275,190.6,Millet
46,166,72,20.8,71.5,5.716222912,274,Millet
14,74,163,26.8,44.9,5.54990242,157,Millet
64,76,108,33.1,88,6.586244581,268.6,Millet
167,49,9,25.5,72.2,5.893093135,286.8,Millet
145,180,143,16,73.6,5.918263801,279.2,Millet
167,153,58,26.6,84.7,5.588650585,274.1,Millet
181,24,128,38.6,61.7,6.576418207,138.1,Millet
42,145,141,16.5,85.9,6.178056304,101.3,Millet
101,38,101,15.5,87.3,6.641906353,110.8,Millet
57,168,76,21.9,88.1,6.489040367,246,Millet
135,137,145,23.9,48.3,5.680361038,162.9,Millet
181,96,147,23.3,89.4,6.625404348,104.5,Millet
154,186,197,38.4,85.8,6.524478032,252.1,Millet
64,19,9,19.1,56,5.696205468,101.1,Millet
148,121,0,19.3,69.7,6.803931519,161.9,Millet
18,91,61,35,76.5,6.252797548,62.7,Millet
12,1,40,39.3,40.6,6.092725883,295.4,Millet
6,68,185,16.9,87.6,6.234330356,176.9,Millet
71,158,148,29.9,61.8,5.722579819,146.3,Millet
131,92,56,16.9,65.9,6.430616465,209.8,Millet
190,127,192,18.3,73.6,5.983952675,122,Millet
174,135,5,19.8,89.5,6.80163854,99.7,Millet
26,13,197,16.2,48,6.499936446,242.2,Millet
31,160,13,21.1,46.4,6.265564338,51.9,Millet
72,52,4,27.1,64.3,6.727303282,67,Millet
81,124,20,35.1,76.8,6.325235159,162,Millet
168,19,194,24.8,41.1,6.807487794,149.9,Millet
80,190,48,27.6,49.2,6.671085817,228.2,Millet
189,10,83,16,65.6,6.648725327,145.8,Millet
177,168,186,28.3,79.2,6.439071996,73.9,Millet
182,165,126,22.3,82.7,6.474476516,284.2,Millet
109,109,37,33.9,41.4,5.871647806,97.7,Millet
31,190,74,27.8,42,5.730617109,140.6,Millet
52,157,145,34.6,86.8,5.850439831,76.9,Millet
190,102,40,21.6,54,5.791649933,95.3,Millet
107,44,20,29.6,77.7,6.740000688,67.2,Millet
125,48,56,19.7,63.4,6.272417541,105.1,Millet
170,17,129,26.7,51.3,5.715208817,74.1,Millet
36,191,67,27.4,63.5,5.773454729,156.2,Millet
0,11,59,37.7,66.3,5.584171461,264.4,Millet
105,44,172,38.7,88.5,5.787268394,143,Millet
169,39,67,17.2,80.8,5.77597783,258.4,Millet
130,105,39,38.3,73.9,6.864793607,279.3,Millet
196,194,141,38.2,54.4,6.192360003,142.4,Millet
79,188,166,32.4,48.7,6.636803223,193.7,Millet
197,80,199,19.5,63.6,5.826426917,132.6,Millet
65,28,158,23,71.8,6.960358276,100.9,Millet
105,29,168,18.9,58.2,6.11275104,114.3,Millet
177,79,123,22,44.6,6.708446922,210.7,Millet
67,179,169,27.3,44,5.561510732,145.1,Millet
200,102,155,30.3,44.5,5.873242491,66.5,Millet
144,93,169,18.7,63.1,6.995843776,100.7,Millet
194,57,6,32,46.9,5.714799723,129.9,Millet
96,61,64,33.5,66.5,6.78073637,216,Millet
174,99,145,38.3,57.6,5.513697923,96.3,Millet
126,55,59,39.7,63.6,5.798423908,163.6,Millet
6,30,87,15.5,50.9,6.352471866,166.1,Millet
27,103,7,22.4,58.6,6.822586546,187.5,Millet
154,34,29,39.5,52.4,6.655426355,137,Millet
87,47,22,37.7,86.6,6.121294041,250.7,Millet
118,132,196,35.9,66.8,5.790770203,254.7,Millet
99,193,198,33,55.5,6.47444292,174,Millet
4,188,104,36.4,89.3,6.455116637,222.9,Millet
140,151,22,39,51.8,6.606984086,56,Millet
116,69,101,35.7,56.7,6.330554389,297.3,Millet
69,47,195,28.8,87.3,6.528631266,298.8,Millet
60,124,175,17.4,75.6,5.721667141,113.9,Millet
134,170,64,37.1,83.7,6.644205485,211.5,Millet
58,141,22,27.7,61.2,6.376651091,50.9,Millet
2,68,183,21.5,66.8,6.247040422,84,Millet
152,165,174,24.8,66.3,6.656730008,98,Millet
62,10,22,26.4,51.3,6.2048017,152.3,Millet
119,30,171,27.6,67.3,6.158860284,56.7,Millet
50,27,114,30.8,81.3,6.385684214,163.4,Millet
23,8,10,20,81.5,6.417820493,170,Millet
11,98,12,15.7,74.4,6.381201909,151.9,Millet
58,74,52,37.2,79.7,6.877869005,275.4,Millet
60,45,174,33.4,81,7.485996067,297.6,Sugarcane
39,165,59,24.9,49.2,6.920251378,56.5,Sugarcane
110,150,111,34.6,82,5.996932037,132.3,Sugarcane
52,166,56,31.1,42.7,6.391173589,111.7,Sugarcane
61,83,131,26.5,62.9,7.152811172,212.8,Sugarcane
62,152,80,27.1,48.5,5.988992796,103.7,Sugarcane
66,17,190,38.7,50.3,6.231049028,293.5,Sugarcane
182,148,21,17.4,56.3,7.550808267,210.3,Sugarcane
63,161,78,29,80.3,7.010570541,229.9,Sugarcane
66,146,29,36.6,59.8,8.753795334,71.5,Sugarcane
185,5,18,33.3,54.5,8.718192847,269.2,Sugarcane
57,169,1,19.3,63.1,7.976607593,90.9,Sugarcane
193,77,104,19.7,48,6.515499549,221.8,Sugarcane
98,78,188,31.2,69.4,8.490127142,86.2,Sugarcane
87,103,72,29.9,86.4,6.576415562,260.5,Sugarcane
194,131,122,36.7,43.3,6.481783043,98.5,Sugarcane
26,27,14,20.1,65.8,7.966605025,69.4,Sugarcane
86,181,70,23,67.1,8.140825437,82.8,Sugarcane
170,108,71,27.5,63.2,7.228963452,68.3,Sugarcane
8,108,138,36,79.5,6.492546046,187,Sugarcane
79,173,160,22.9,76.2,7.528599957,230.2,Sugarcane
140,173,129,35.5,75.5,7.701446446,109.3,Sugarcane
67,51,175,25.4,62.6,8.519975748,191.4,Sugarcane
75,133,120,29.1,86.8,6.620900869,84.4,Sugarcane
41,184,88,38.3,86.4,8.104396058,200.1,Sugarcane
143,185,97,26,58,6.204090835,74.4,Sugarcane
157,142,200,24.9,41.1,6.051091339,115.3,Sugarcane
57,136,129,29.1,77.1,7.690962338,69.4,Sugarcane
82,10,38,17,89.3,7.829211144,107,Sugarcane
29,81,18,30.4,81.3,6.761599706,108.3,Sugarcane
64,120,40,35.9,42.5,6.654425315,115.1,Sugarcane
158,149,108,28.7,69.3,6.129533877,63,Sugarcane
67,108,91,32.7,84,8.829273328,212.4,Sugarcane
138,40,53,19.4,46.3,8.621662982,243.1,Sugarcane
61,62,193,36.4,71.8,8.204862075,219.9,Sugarcane
96,15,2,35.4,40.9,6.18042747,246.3,Sugarcane
152,62,1,22.3,45.9,7.978996755,159.7,Sugarcane
198,8,192,22.2,41.3,7.863113671,53.5,Sugarcane
57,56,197,25.4,51.8,6.967843048,123.7,Sugarcane
161,178,87,16.9,49.2,6.206582193,249.3,Sugarcane
113,193,173,37.7,78.1,8.868741443,164.9,Sugarcane
159,39,99,21.2,73.8,8.766128654,60.5,Sugarcane
152,69,185,16.9,87.9,8.736337905,143.1,Sugarcane
139,35,35,19.2,43.9,8.081095263,66.4,Sugarcane
190,175,118,24.9,50.9,6.138243973,281.1,Sugarcane
182,147,105,37,83.5,7.496645259,212.6,Sugarcane
37,131,88,17,68.3,8.380185271,182.7,Sugarcane
176,170,15,37.4,42.6,6.289614016,292,Sugarcane
52,41,74,29.6,45,6.586777189,278.8,Sugarcane
5,18,70,29.1,83.7,6.89655198,115.5,Sugarcane
43,32,142,35.9,79,7.806747656,258.7,Sugarcane
130,170,9,29.2,46,7.150681303,130.4,Sugarcane
137,7,134,21.2,85.2,6.64919573,248.7,Sugarcane
123,161,164,23.7,58.9,7.778591618,146.8,Sugarcane
158,156,74,37.2,84.2,6.358740355,232.2,Sugarcane
192,84,180,16,66,8.255450758,288.3,Sugarcane
1,193,0,35.7,70.9,6.456148474,115.3,Sugarcane
1,109,12,28.3,42,6.613072145,270.2,Sugarcane
100,149,176,17.7,41.9,8.165359297,221.5,Sugarcane
16,46,84,32.5,79.8,7.64867466,299.5,Sugarcane
197,111,6,16.3,64.3,6.545888558,102.5,Sugarcane
92,98,192,36.1,79.3,7.104224797,215.6,Sugarcane
139,117,65,19.6,66.3,7.358099622,259.1,Sugarcane
147,27,191,36.2,44.4,6.4740245,91.2,Sugarcane
42,119,46,22.1,85.2,7.840339389,73.8,Sugarcane
177,132,136,17.7,86.8,7.064790365,180,Sugarcane
113,167,196,21,78.3,7.599033472,164.1,Sugarcane
99,55,186,35.8,54,6.715587232,233.1,Sugarcane
122,100,137,35.6,46.7,6.81712422,177.8,Sugarcane
31,156,169,32.6,69.2,7.985417393,145.8,Sugarcane
144,13,98,23.5,58.9,7.545258424,291.6,Sugarcane
177,62,51,38.8,44.1,7.728998197,154,Sugarcane
9,52,32,33.2,70.8,7.354973451,292.6,Sugarcane
175,138,156,29.1,69.7,7.313122235,195.5,Sugarcane
42,18,84,23.2,41.1,7.785039076,259.4,Sugarcane
48,142,120,18.5,56.6,6.307004923,202.5,Sugarcane
31,155,193,20.8,77.7,6.403982316,128.8,Sugarcane
160,50,141,38,72.6,7.599279991,207.9,Sugarcane
193,100,10,18.7,74.9,7.217018459,261.7,Sugarcane
8,165,6,19.8,84,7.561108006,240.6,Sugarcane
185,107,174,19.5,65.9,7.489545074,224.6,Sugarcane
22,166,76,25.7,55.5,6.609696734,146.5,Sugarcane
19,46,26,20,87,7.476800943,190.3,Sugarcane
176,25,44,38.6,81.1,7.325451279,123.9,Sugarcane
103,21,175,37.9,79,6.489389282,169.1,Sugarcane
